
==============================================================================================================
                                BAI 10 - SELLER RANKING BY REVENUE AND ORDERS                                 
==============================================================================================================
Rank        Seller_ID                   Total_Revenue   Total_Orders  Total_Items_Sold  Avg_Revenue_Per_Item
      2245  04ee0ec01589969663ba596...          314.32             1                 1                314.32
      2246  31be790e64fc99f8ff48ec2...          313.68             6                 6                 52.28
      2247  87d73636a3acf123e842bb8...          313.61             1                 1                313.61
      2248  f00f5b35d0abcacbdd86367...          313.43             1                 1                313.43
      2249  5721089ba9214e80074f27d...          312.57             5                 7                 44.65
      2250  b2bdc5e7940a7d7ca8c4a37...          312.49             1                 1                312.49
      2251  a9ae440659f48b7849df83e...          312.02             1                 1                312.02
      2252  94ca168e8bcb407ab85c5da...          311.66             5                 5                 62.33
      2253  72146da5774cabf2632faed...          311.43             4                 6                  51.9
      2254  08ad4ac1388e4420ca531c3...          310.67             6                 7                 44.38
      2255  d594982fd877af63ace38ea...           309.7             7                 7                 44.24
      2256  13d95f0f6f73943d4ceffad...          309.32             1                 1                309.32
      2257  446cc09cdbb130904da114e...          306.97             3                 3                102.32
      2258  3c88ed2e76a2247933a15da...           306.2             1                 1                 306.2
      2259  d2572f31e9023e9850ef986...          305.69             1                 1                305.69
      2260  85044848b1b767db2a4a585...          305.51             4                 4                 76.38
      2261  9c54608f0996c32ae474308...          304.72             3                 3                101.57
      2262  aadfe0417e61315688b6bd7...          304.18             1                 1                304.18
      2263  f682e0f848abafc6f41e0d4...           304.0             2                 2                 152.0
      2264  fb8904a8ea99f8831b64ce2...          302.36             2                 2                151.18
      2265  ebef8d8c92b4fd3226e5d40...          302.06             3                 3                100.69
      2266  353e21e8bf8de2722b4fae1...          299.89             4                 4                 74.97
      2267  4be2e7f96b4fd749d52dff4...          299.84             1                 1                299.84
      2268  92c8bc6e8f925792247656f...          299.57             3                 3                 99.86
      2269  f419677537694f0462a9199...          299.28             6                 6                 49.88
      2270  f9bbdd976532d50b7816d28...          298.37             2                 2                149.19
      2271  d1e2fe627180431ffda076a...          298.05             1                 1                298.05
      2272  ec21206b7894c503788a684...          296.41             3                 3                  98.8
      2273  9a208dee8f95cfdf00760c4...          295.99             1                 1                295.99
      2274  534a01cc6df1e034e05c320...          295.45             5                 5                 59.09
      2275  1e483cc5c76fef08d3ca05f...          295.07            10                11                 26.82
      2276  85ecf03781da592876b7844...           294.9             2                 2                147.45
      2277  88ef59b51bdaa941d10a853...           294.7             2                 2                147.35
      2278  0e44d110fa6a54e121cb2c0...          293.38             6                 6                  48.9
      2279  58c851d1a3c7cd3da329eb5...          293.26             2                 2                146.63
      2280  1e26c56af8d48424e1df014...          292.39             2                 2                 146.2
      2281  880eda903e719a5f179f7e9...          291.72             1                 1                291.72
      2282  1e47defeeadeca0e9a18fa5...          291.62             3                 3                 97.21
      2283  8060d731897e33b5c5ae575...          290.95             5                 5                 58.19
      2284  42b6488f5b8246d9141712a...           289.8             2                 2                 144.9
      2285  bab0a8cd684e41ba6e2637d...          289.04             1                 1                289.04
      2286  8ccf3cf69651cc1d8a02c8b...          288.63             2                 2                144.32
      2287  88ae906ea2acf6971f26c3e...          288.01             3                 3                  96.0
      2288  10cdd491d1dbea8fb4ead97...          287.76             3                 3                 95.92
      2289  6548c2550b6e2d8f1805321...          287.55             3                 5                 57.51
      2290  e88f7a2995ba184710d339c...          287.51             2                 2                143.76
      2291  57fe6232e67823593374a22...          284.04             8                 8                  35.5
      2292  ec5c1d94df153d473b37f88...          283.74             2                 3                 94.58
      2293  483ca627d131e18f988349b...          283.73             1                 1                283.73
      2294  ae45ad30c2d2e5913094769...          283.06             1                 2                141.53
      2295  50bf89f1349bc0409a268c3...          282.47             1                 1                282.47
      2296  b57e8460909fa137df7951b...          282.14             1                 2                141.07
      2297  2d2322d842118867781fc73...          281.37             8                10                 28.14
      2298  984c273121e743dd14767be...          280.91             1                 1                280.91
      2299  4ea2f12dbe91deeacd2c1e7...          280.27             4                 6                 46.71
      2300  23ca5f678e0b3ea6c630b30...          279.39             6                 7                 39.91
      2301  5e25c632f9db6cfb8bc1004...          278.91             1                 1                278.91
      2302  e45edf75f568ed2f93f78d0...          278.22             6                 7                 39.75
      2303  5d505d2298ad549e4e4e835...          278.14             2                 2                139.07
      2304  954e95f20808d7e5d11f0de...          277.96             3                 4                 69.49
      2305  70f7e8018e3d46c748c92f0...          277.68             1                 2                138.84
      2306  3fadb4cba4c35bce6a7eaf9...          277.52             3                 5                  55.5
      2307  75745ef7bc7d4f3ea3380f6...          277.32             3                 3                 92.44
      2308  0af977692321d895349eded...          277.22             2                 2                138.61
      2309  3d49bfdd1b43a7fe169b374...          276.82             3                 3                 92.27
      2310  d6cd01c59123df02fc226ea...          276.11             2                 3                 92.04
      2311  ad8b531ae67582f096925cf...          275.91             3                 3                 91.97
      2312  05e107217c7266362fd44b7...          275.39             5                 8                 34.42
      2313  5e9f5bd34e0830569f05c9d...          274.86             2                 2                137.43
      2314  37ceb404da208418c9032f0...          274.11             1                 3                 91.37
      2315  e64882b4ef12aee8d0faca4...          273.22             1                 2                136.61
      2316  929f342384a6607afe143d7...          272.76             4                 4                 68.19
      2317  c0aff2da32c17759d30b22f...          272.33             4                 5                 54.47
      2318  d9cb0052a666de5308b32f3...          270.49             3                 3                 90.16
      2319  578460d8319c51dab351cd9...          270.45             1                 1                270.45
      2320  28c7d8743fbc8679f484868...          270.36             3                 3                 90.12
      2321  4c1c7281388a33dd06daac4...          269.91             5                 5                 53.98
      2322  e5d4b2b0c3bca22085f7a19...          269.56             4                 4                 67.39
      2323  001e6ad469a905060d95999...          267.94             1                 1                267.94
      2324  4e2627090e6e5b9fabba883...          267.62             2                 5                 53.52
      2325  1c56ffe0e9dea2657fc6e95...          267.39             3                 3                 89.13
      2326  4b90495391ac0bd181a80a4...          266.11             1                 1                266.11
      2327  33ab10be054370c254ddfcf...          265.53             4                 4                 66.38
      2328  cb32766839f443db85c82a4...          265.51             2                 2                132.76
      2329  f8e2c1b59cd4225a3e4fd0d...          264.43             2                 3                 88.14
      2330  2a50b7ee5aebecc6fd0ff97...          264.24             1                 2                132.12
      2331  f3975e8a41157005d4bcbb3...          262.78             2                 2                131.39
      2332  efb628aa07c8ca93d7db0d8...           262.1             1                 1                 262.1
      2333  fec6912baad85d41729669e...          261.97             1                 1                261.97
      2334  615c3462099ffa940d37b17...          261.05             2                 2                130.53
      2335  762fafdaa57a532ee011973...          260.87             5                 5                 52.17
      2336  4ce8b55b4bfa4659184e7be...          258.87             2                 2                129.44
      2337  3dfd3dc96f7f8598eca74e9...           258.7             6                 6                 43.12
      2338  8a8835a43bda99fd37310ad...          258.54             2                 3                 86.18
      2339  902c99f1ac505c0d18778b6...          258.12             4                 4                 64.53
      2340  81ed90f07c0bacb7594940b...          257.46             2                 2                128.73
      2341  7f5e4d5efad7e44b91115dd...          257.32             3                 9                 28.59
      2342  5a9c0859cb00fd8aa4db443...          255.59             2                 2                 127.8
      2343  e0a3c37054ade6478d923a6...          254.98             2                 2                127.49
      2344  269c5fc9fcadee614364c36...          254.72             3                 6                 42.45
      2345  d1a5cc844736958c11b8efa...          254.01             1                 1                254.01
      2346  3bfad056cf05c00dabe2f89...          253.35             1                 5                 50.67
      2347  8d92f3ea807b89465643c21...          252.77             3                 8                  31.6
      2348  1746c1ae87ac63d530c7c94...          252.35             1                 1                252.35
      2349  4ce6e5f6c52515177e18c1c...          252.27             1                 1                252.27
      2350  3f84fefc07dc159b268d4a7...          251.92             3                 3                 83.97
      2351  740205fedfe4e90ca6857bc...          251.83             1                 1                251.83
      2352  b05b432bf68945d4d9783f9...          250.89             2                 2                125.45
      2353  e59e575a175fadcadf8479e...          250.88             1                 1                250.88
      2354  fe8055980a4ff7f64ed889c...          249.98             3                 3                 83.33
      2355  72431a818f97fe6ab9c81ee...          249.39             1                 1                249.39
      2356  a663d9c3797e90eac99ff60...          249.08             1                 1                249.08
      2357  bec568278124768c474ee90...          249.06             2                 2                124.53
      2358  74c7dec0a384d8a05950e62...          248.88             5                 5                 49.78
      2359  a0a14e50070f3225b3eabba...          248.64             4                 4                 62.16
      2360  7d484ca289afaac6bf5fc6a...          248.42             2                 2                124.21
      2361  50770d25768b0486d89be26...          247.86             6                 6                 41.31
      2362  809413606dbfe5deefd2db6...          247.05             3                 5                 49.41
      2363  643c01d7c56a724bec0454f...          246.65             2                 2                123.33
      2364  3442f8959a84dea7ee197c6...           246.6             3                 3                  82.2
      2365  538caafddff204241cecbf3...          246.49             9                 9                 27.39
      2366  bcc9dd23e2a8bd8267cf92b...          246.22             3                 3                 82.07
      2367  edf3fabebcc20f7463cc9c5...          244.02             1                 1                244.02
      2368  bff9deb0ec77d437f3305a7...          242.74             5                 5                 48.55
      2369  778323240ce2830d68aab11...          242.43             3                 3                 80.81
      2370  63b9ae557efed31d1f76879...          242.31             5                 7                 34.62
      2371  2075d8cd4dd63ff12df0749...          242.23             3                 3                 80.74
      2372  b01c2b7b8599b325103ebcd...          242.12             4                 4                 60.53
      2373  7e3dde9ffba72d5340f9aaf...          242.03             1                 1                242.03
      2374  90b57083da5d803237da74d...          241.21             2                 2                 120.6
      2375  a218df5c097b0ca409cfaac...           240.7             4                 4                 60.18
      2376  eec3469d83e142f9a104886...          240.44             4                 4                 60.11
      2377  034b9387752bfa309f350a7...          240.26             8                 8                 30.03
      2378  762ed976527cddf02787edb...          240.12             3                 4                 60.03
      2379  0f7eea709efdf942b5f95c7...          240.06             3                 3                 80.02
      2380  586a871d4f1221763fddb6c...          239.48             1                 2                119.74
      2381  31e60bf8d103ce47932a85f...          239.04             1                 1                239.04
      2382  7d948535954aaf8c5d39db0...           237.8             4                 4                 59.45
      2383  b5f49fe968dff6b112861e6...          237.67             1                 2                118.84
      2384  7ad41305e96a6cab8294cd6...           237.6             2                 2                 118.8
      2385  1de62b6f2fd96227629786d...          237.53             2                 2                118.77
      2386  f9eda05b67bef472deaddbb...          236.79             1                 1                236.79
      2387  751e274377499a8503fd624...          235.84             1                 2                117.92
      2388  6e2d3e2dc84fb30f6078f39...          235.28             1                 1                235.28
      2389  89d9a386b0b6e5fc8403071...          235.25             2                 5                 47.05
      2390  3d700782d7818f2c1e0d7a9...          235.11             3                 3                 78.37
      2391  9da15f4a4ea758d9eeb4900...          234.61             1                 1                234.61
      2392  e0482f2c769468c3bbcd8a0...           234.4             1                 1                 234.4
      2393  3d290fe363c60a77498c112...          234.04             3                 3                 78.01
      2394  a4b8d97cd5d3674eeff96ab...          233.38             1                 1                233.38
      2395  dd8a29ce82d5c705ba932d8...          233.25             2                 2                116.63
      2396  4f0d637c1197fd65405ebd7...          232.47             2                 2                116.24
      2397  ccada0ef508e698917a6eab...          231.96             3                 3                 77.32
      2398  e503f22be6a4f456d985192...          231.34             2                 2                115.67
      2399  478bfe564db21eeb4438660...           230.8             3                 3                 76.93
      2400  cd52a8efd71af3336b14b50...          230.54             3                 3                 76.85
      2401  fc6295add6f51a0936407ea...          230.52             1                 4                 57.63
      2402  d8dd176509baa37f359644d...           229.9             2                 2                114.95
      2403  8def3db7f272735afb2ecd0...          229.64             2                 2                114.82
      2404  6f835fd4be26989b1b06439...          229.25             2                 2                114.63
      2405  2cb4700db635baa1c0d4f90...          228.72             2                 2                114.36
      2406  3fe7120d6257285ac6a3ce7...          228.26             2                 2                114.13
      2407  2ea0861cc19e94cad86438c...          228.05             6                 6                 38.01
      2408  23ff42c4bf1f8f16cddb19d...          227.67             2                 3                 75.89
      2409  f35becee938e982bd615edf...          226.81             6                 6                  37.8
      2410  1d1bbb8ac1581824986f582...          226.47             4                 4                 56.62
      2411  f356c348fbc8df6a882823e...          225.65             2                 2                112.83
      2412  939f6e231201f26803cb5c3...          225.62             3                 4                 56.41
      2413  f92d8c817434bd2d84d4e9c...          225.61             5                 5                 45.12
      2414  1cbdc7cf130a41fd13a3c2a...          225.61             2                 2                112.81
      2415  3fefda3299e6dfaea3466ef...          225.21             1                 1                225.21
      2416  c747d5b92c7648417faea95...          224.75             1                 1                224.75
      2417  8ca5b19e0263150d2c57afd...          224.68             3                 4                 56.17
      2418  651530bf5c607240ccdd89a...          224.45             1                 1                224.45
      2419  377bc18334c78dd2f1535ef...          224.44             1                 1                224.44
      2420  c32fc744b9160ac85345048...          223.52             3                 3                 74.51
      2421  f5403d3f50089112c4eed37...           223.2             2                 2                 111.6
      2422  c5e60e39c0f42b8e827daa1...           223.1             6                 8                 27.89
      2423  9e7c5f4d7770eab65738cca...          222.88             2                 2                111.44
      2424  4d9fea3499bdc22aa4da4e3...          222.74             2                 2                111.37
      2425  747c1cdcd1737dcfbd1547f...          222.37             2                 2                111.19
      2426  52f6f9f13ba19504c027811...          222.13             1                 1                222.13
      2427  e9874ae10b2d60d43917b6b...           222.1             1                 1                 222.1
      2428  b7e1750c1157341d2abd025...          220.56             3                 4                 55.14
      2429  717b78b0950b51ed00b1471...          219.75             5                 5                 43.95
      2430  19e0f40a907ec568c34bfac...          219.62             4                 4                 54.91
      2431  5db42a6cd9bf1bf0d3aab95...          219.33             1                 1                219.33
      2432  3289d8c3eef4873f91ce0b1...          219.27             1                 1                219.27
      2432  dda37071807e404c5bb2a15...          219.27             1                 1                219.27
      2433  9cea4682e16655f7da87f40...          219.23             4                 9                 24.36
      2434  f26d70155c2b6326fcfa178...          219.06             1                 1                219.06
      2435  c360e4787614ed31ac7a2f9...          218.95             1                 1                218.95
      2436  ca7c6bd577e559472af1c69...          218.82             6                 8                 27.35
      2437  a3b0df0065e264a91b7bbf5...          218.75             2                 2                109.38
      2438  99a25c39b28a74d1151c35c...           218.7             1                 6                 36.45
      2439  dbc51f5e45d654ecc16cb68...          218.13             1                 1                218.13
      2440  3a79f35a2344ede41af2126...          217.71             1                 1                217.71
      2441  e1bed63d68ac36fe1f3061b...           217.0             1                 1                 217.0
      2442  213fafb0ca06fb3d5886579...          216.86             3                 3                 72.29
      2443  818d28f936e791926d33bcb...           216.7             5                 5                 43.34
      2444  f307937c1bb287c3efc2a51...           216.6             1                 1                 216.6
      2445  63272377184e969942f7fff...          216.23             2                 2                108.12
      2446  61f159ef6da2d441951d2c0...          215.98             3                 3                 71.99
      2447  bdf0d02d36a1d839d0c39c4...          215.95             5                 7                 30.85
      2448  039b29ff3b3473435d0cd59...          215.55             9                 9                 23.95
      2449  bd4ff04377f974574f7f0bf...           215.1             4                 4                 53.78
      2450  c04d70d515d15a7e3db3a73...          214.82             3                 4                 53.71
      2451  4450bd8327d471c4a11a83d...          214.56             1                 1                214.56
      2452  5659d77e8d90378e39b960a...          213.13             2                 2                106.57
      2453  78ba5933c21686d1c2f6466...          212.57             2                 2                106.29
      2453  c353f8fc0ce8344999f17d5...          212.57             2                 2                106.29
      2454  19484c79cef6c062cb177aa...          212.06             1                 1                212.06
      2455  98dddbc4601dd4443ca1743...          211.67             2                 2                105.84
      2456  4a82c4af97ffc0fb2dc26bf...           210.9             3                 3                  70.3
      2457  fedf2c1386e137f296b3bbf...           210.9             2                 5                 42.18
      2458  b906dd0e57f282c7089171b...          210.75             2                 2                105.38
      2459  45c20d94d9171b0bcfab3c9...          210.57             4                 4                 52.64
      2460  8e34331b7eedd03be4e5d96...          210.44             5                 5                 42.09
      2461  22c32ec35d0116ef02c2817...          210.01             4                 6                  35.0
      2462  6ba4733aa33f6386e9fb0c0...          209.88             3                 3                 69.96
      2463  4bcec44888b30ba9001234c...          209.23             5                 5                 41.85
      2464  7d7866a99a8656a42c7ff63...          207.38             5                 5                 41.48
      2465  b00af24704019bd2e1b335e...          207.25             1                 1                207.25
      2466  119c7f1a00ef43fad0e5760...          206.82             2                 2                103.41
      2467  0b64bcdb0784abc139af040...          205.81             4                 4                 51.45
      2468  0692610d8abe24f287e9fae...          205.72             4                 4                 51.43
      2469  d9c349beabc06aa6ff1c6d6...          205.65             1                 1                205.65
      2470  43a1d4bab73b816e44ef4e4...           205.4             1                 1                 205.4
      2471  bd0a1b0aadca9a83d9304f7...          205.19             4                 4                  51.3
      2472  7adbd3210a7b3cc2235e225...          204.86             3                 3                 68.29
      2473  7cf4ea70955b00d6b3c2254...          204.81             1                 1                204.81
      2474  2235cf78d3e2073a88146a9...          204.76             1                 1                204.76
      2475  964ff64dc05b13811c6d0f4...          204.06             1                 1                204.06
      2476  698f5fa55a5f73d0740e9d9...          203.99             4                 6                  34.0
      2477  5a9b3bcab695173c820e539...          203.77             1                 1                203.77
      2478  87f3e35268860433e13d577...          203.48             3                 3                 67.83
      2479  aae5953b9edddf14749c0d6...           202.9             2                 2                101.45
      2480  686886775c8f6b1191c7b95...          202.62             1                 1                202.62
      2481  bb3dca718920a4d7ec3cc9f...           201.7             2                 3                 67.23
      2482  d3e7d37c0df9aef383f3f2a...          201.34             1                 1                201.34
      2483  0ade5cc4a305ed7093a23f6...          201.27             2                 2                100.63
      2484  a4e634166243bbb3a13fa58...          201.18             2                 2                100.59
      2485  5def4c3732941a971cba8fd...          201.04             5                 6                 33.51
      2486  78813699ffac347fe27dba3...          200.54             1                 1                200.54
      2487  51a04a8a6bdcb23deccc82b...          199.92             1                 1                199.92
      2488  4dc2e811a1760953cb7c6a5...          199.84             1                 1                199.84
      2489  c7c7b2682c648339a0e9846...          199.68             2                 3                 66.56
      2490  88cd3681e0a2ba85e190f7d...          199.36             1                 1                199.36
      2491  e1643dff33666ca629e3644...          199.31             3                 3                 66.44
      2492  9dd459b29a14bf89d47183c...          198.82             2                 2                 99.41
      2493  b9de031b671cd48b28fae9d...          198.69             1                 1                198.69
      2494  880ce4951cf857ab1d9e0b7...          197.72             1                 1                197.72
      2495  57df9869a600bd6b7c405f2...          197.21             5                 5                 39.44
      2496  52a50b42accf164f9f01994...          197.02             4                 4                 49.26
      2497  d2df77822373f19934e8769...           196.4             2                 2                  98.2
      2498  94165aea8a35c3c21499cbc...          196.11             1                 1                196.11
      2499  15ac3c501e2599e4917316f...          195.81             1                 1                195.81
      2500  9c57bc60cfad5ee62d35d3f...          195.43             1                 1                195.43
      2501  fa5fdc4e4bb6bd1009ad0e4...          194.85             1                 1                194.85
      2502  6a53b90c3ad9e0b56d9fe5c...          194.78             2                 4                 48.69
      2503  56f413900b5166ab4d730e9...          194.24             3                 3                 64.75
      2504  7c9130f5f3729edd32aa059...          193.15             3                 4                 48.29
      2505  3ea08c48e851106d2f58434...          192.94             1                 1                192.94
      2506  533d46c1b06970e99f09523...          192.62             2                 2                 96.31
      2507  4bde6149c15cf7e177b36fa...          192.46             2                 2                 96.23
      2508  ea846a0e7ad98a741783e88...          192.26             2                 3                 64.09
      2509  0e72c1a751b496722a6cb1f...           192.1             3                 3                 64.03
      2510  2a7c6c0b0d5efde2bf75ec1...          192.04             3                 3                 64.01
      2511  657969cca82e884d272385e...          191.56             3                 3                 63.85
      2512  6902157ee16728322d61a13...          191.43             2                 2                 95.72
      2513  044668ccd5316b12a7cf0d5...          191.35             3                 4                 47.84
      2514  ec2e006556300a79a5a91e4...          191.24             4                 8                 23.91
      2515  a9b533a26e898b12e8b8d4c...          191.06             4                 4                 47.77
      2516  dd9661d3cda1e6feb237f0c...          190.98             1                 1                190.98
      2517  fc5a0d7a310a7a41abf86a4...          190.16             2                 2                 95.08
      2518  a154d7316f158bb42e6fa18...          190.13             2                 2                 95.07
      2519  26e13b6ff5b641b329e5524...          189.68             4                 4                 47.42
      2520  8fbe2ee446b97e128471be4...           188.5             3                 3                 62.83
      2521  05ca864204d09595ae591b9...          188.42             1                 1                188.42
      2522  4bc3d93e4a5f88a598d3d8c...          188.28             1                 1                188.28
      2523  5566627eab3fe93fd6ee087...          187.81             5                 5                 37.56
      2524  782f78b632a43875dd5b53e...          187.57             2                 3                 62.52
      2525  98e164d549402270247f3c9...          187.42             2                 2                 93.71
      2526  578fa3a9cb6b6dceab39231...           187.2             3                 3                  62.4
      2527  ef728fa1f17436c91ed1ccd...          186.82             3                 4                 46.71
      2528  c8143b3069f6746a77421b5...          185.88             1                 1                185.88
      2529  83c8aafbefb034674a70de0...          185.87             2                 2                 92.94
      2530  44ed138eca6214d572ce1d8...           185.8             2                 3                 61.93
      2531  7178e1eaa97257d8b6d4b80...          184.71             1                 1                184.71
      2532  2ec6e37d992a95eaddb3369...          183.94             2                 2                 91.97
      2533  5bc237df65098fe211bb481...          183.89             2                 2                 91.95
      2534  0daf5180aa44356f60f8eff...          183.63             2                 2                 91.82
      2535  ff82e8873fba613f2261a9a...          183.53             4                 4                 45.88
      2536  6e85dc5ecd97a61094b89b0...          182.59             1                 1                182.59
      2537  695051e2981c8b19e77cafe...          182.45             1                 1                182.45
      2538  8e4f041ff58e7845456d348...          182.39             2                 2                  91.2
      2539  8cb7c5ddf41f4d506eba76e...          182.37             2                 2                 91.19
      2540  aa2640d851ec322526f1295...          182.34             1                 2                 91.17
      2541  08061dc0fc165ed41288cc7...          182.22             4                 4                 45.56
      2542  e3e290b38963293022cdcd6...          182.04             3                 3                 60.68
      2543  6601ee6383e7f452be71929...          181.94             2                 2                 90.97
      2544  99cd94252748d2bdde08e17...          181.32             2                 2                 90.66
      2545  f1ce5fdecd64935c28b9ff9...          180.53             2                 2                 90.27
      2546  ace601496e211a664100321...          179.92             1                 1                179.92
      2547  5444b12c82f21c923f2639e...          179.46             1                 1                179.46
      2548  913fd0ebba70bb919f7254a...          179.12             1                 1                179.12
      2549  1927cdb9fa74f5270097f62...          178.92             1                 1                178.92
      2550  e09887ca8c7bf8a4621ce48...          178.66             3                 4                 44.67
      2551  fc38b5dceee1a730fad8853...          178.01             5                 5                  35.6
      2552  f266295f49a28eee21f413e...          177.94             2                 2                 88.97
      2553  d26aa40b90272d4843d63be...          177.42             2                 2                 88.71
      2554  077c5fae4bea9500e3737b1...          177.24             4                 6                 29.54
      2555  96f7c797de9ca20efbe1454...          176.97             1                 3                 58.99
      2556  89757206b887aed36f3e18d...          176.14             2                 2                 88.07
      2557  7a188843479798ca813108f...          175.86             1                 3                 58.62
      2558  553a440137d6e0cf776aee0...          175.14             2                 2                 87.57
      2559  dde698c6d0bd24834c586e5...          175.09             1                 1                175.09
      2560  9bade61a92bed55a25d2b67...           174.8             2                 3                 58.27
      2561  fa8d335d68129e464e60c18...          174.68             1                 1                174.68
      2562  e9c2dc0dd4ac38448289be6...          174.61             3                 3                  58.2
      2563  ce3ad9de960102d0677a81f...          174.21             1                 1                174.21
      2564  2039c5e51785b5dde7cf93c...          173.68             1                 1                173.68
      2565  4dab98ca6cd6d3df586203c...          173.23             1                 1                173.23
      2566  c26ba52cf8d2f34915f2f6b...          172.65             4                 4                 43.16
      2567  fc0b214b59a83615fea981c...          172.04             1                 1                172.04
      2568  fc908879b9ca1bd65419e54...          171.88             4                 4                 42.97
      2569  2f9b7ce230a057a98a9f5df...          171.85             2                 2                 85.93
      2570  0b3f27369a4d8df98f7eb91...          171.39             2                 2                  85.7
      2571  37303482a42fb700d8d127e...          171.38             2                 2                 85.69
      2572  3903c788ded8dc03b5ebab3...          171.25             5                 5                 34.25
      2573  f049a72cf58fd31b11f8919...          170.99             3                 4                 42.75
      2574  44717f64ec2a457979cf83c...          170.91             2                 3                 56.97
      2575  3442033154be05bac582e17...          169.39             1                 1                169.39
      2576  4867209cb29b56b92893d7b...          169.15             1                 1                169.15
      2577  d8b8f2cf9ff6ba038907254...          169.01             1                 1                169.01
      2578  f3041c2e75ec683697a6a5e...           169.0             1                 1                 169.0
      2579  2d34636518ba88f5349b732...          168.63             1                 1                168.63
      2580  0b09101900100c0e9d31286...          168.36             1                 1                168.36
      2581  9523fb39dd240aa958e040f...          168.29             1                 1                168.29
      2582  bca9230d3bbb4efa51872bf...           168.2             5                 5                 33.64
      2583  50a7e551a7b3f8d37cd6e32...          167.96             1                 1                167.96
      2584  d3891911c2feae53c52fea2...          166.99             2                 2                  83.5
      2585  1e47d8b6546eb3a77b1acdd...          166.71             1                 1                166.71
      2586  941554c5757b73ba0e50aa7...          166.35             3                 4                 41.59
      2587  57a834594e1e9e9219603bf...          166.05             1                 1                166.05
      2588  7c4adcc13272c0e26fa23aa...          165.63             2                 2                 82.82
      2589  c398bc00a606d33758afd91...           165.5             2                 2                 82.75
      2590  49f8d2ea7b718d0ce587d34...          165.26             1                 1                165.26
      2591  c7bb64409aa480bb7d0335f...          165.16             4                 4                 41.29
      2592  dd39ad39b5d3df33037e141...          164.85             2                 2                 82.43
      2593  9fe7c6641c79970ab481854...          164.71             1                 1                164.71
      2594  4ddeb3e828550cddc8d45c8...          164.45             1                 1                164.45
      2595  fd312b6bf05efac6c3772d5...          164.32             2                 4                 41.08
      2596  47f55702f598c7c6cc8458b...           163.4             2                 2                  81.7
      2597  391bbd13b6452244774beff...           163.2             2                 2                  81.6
      2598  1b0b0f4f95e962d6f32fe90...          163.17             2                 2                 81.59
      2599  59bbc819b99a733f02f0d6b...          162.75             2                 2                 81.38
      2600  19d62d484cba71963c93f0f...          162.59             1                 1                162.59
      2601  3bb32fedaa74e4ad20f4ce0...          162.56             2                 3                 54.19
      2602  8cf21434553b02cbd37c0bb...          162.13             2                 2                 81.07
      2603  f664f98bfda2eaf266a23ff...           161.8             2                 2                  80.9
      2604  461ff5303b6c9c1a4a07f40...          161.43             3                 3                 53.81
      2605  398cb257329ef7af7f1943a...          161.37             1                 1                161.37
      2606  8eb88b0acb3f90a717ad659...          160.67             2                 2                 80.34
      2607  a89e143d5211473ae18db95...          159.68             2                 2                 79.84
      2608  e8ff5a6ceb895583033fc2a...          158.97             1                 1                158.97
      2609  ab91571efab27993ff2f6b3...          158.93             3                 4                 39.73
      2610  36f98ad67cc981f50ce8aed...          158.62             2                 2                 79.31
      2611  3f8247d0f772ffa58560e5c...          158.45             1                 1                158.45
      2612  1fbe10c70e30765ed1de86d...          158.11             2                 6                 26.35
      2613  e82de6494d91d3c4c54450f...           157.7             3                 3                 52.57
      2614  741f8c587cb4248ebc5b779...          157.64             5                 5                 31.53
      2615  be1e9e378700cecaa4ebf71...          157.51             2                 2                 78.76
      2616  e00d85ce20ea50c1224c66c...           157.3             1                 1                 157.3
      2617  4c4d546adf3c3868fe19c9e...          157.09             2                 3                 52.36
      2618  062c325cd6a2b87845fab56...          157.08             2                 2                 78.54
      2619  40ec8ab6cdafbcc4f544da3...           157.0             2                 2                  78.5
      2620  59de1d4c8c057c2a53acd4c...          156.75             1                 1                156.75
      2621  712efd3b68f9686dc856b84...          156.16             1                 1                156.16
      2622  9558aa23f77a9e0a0eca835...          155.58             2                 2                 77.79
      2623  4a5b36211b1f51bf7eaa5c1...          155.26             1                 1                155.26
      2624  bf0045791395e66460eb047...          155.25             2                 2                 77.63
      2625  876182d1918783bbe15233f...           155.0             3                 3                 51.67
      2626  26e2e5033827d2ba53929f4...          154.78             1                 1                154.78
      2627  96e5dc09087bad639b4ee19...          154.44             2                 2                 77.22
      2628  aa1eb17b9fdf6dfd546e25c...          154.26             3                 4                 38.57
      2629  e5bd51692380fd8cabb19b7...          153.04             3                 3                 51.01
      2630  f114dca2828bf718548db17...          152.99             1                 1                152.99
      2631  519a7aa428f18d125a283cf...           152.8             3                 3                 50.93
      2632  934ed5cd1b9c1c7382d0a94...          152.47             1                 1                152.47
      2633  788f22bafdd7ab0e1e79f19...          152.04             2                 2                 76.02
      2634  13dd308f81fea30cc670c65...          151.14             3                 3                 50.38
      2635  5f57db27027655e6c6a3916...          151.04             1                 1                151.04
      2636  910a922b426b7ff95eaee12...          150.96             2                 2                 75.48
      2637  60ad151920c4f6f3ebbe8cf...          150.67             2                 2                 75.34
      2638  8c351ed7c326c62123318f4...          150.66             2                 2                 75.33
      2639  4c60877808f4318ef1107fb...          150.63             2                 2                 75.32
      2640  b416191c9813d821a295cfa...          150.14             2                 2                 75.07
      2641  0f80a40c312b2472dca482c...           150.0             1                 1                 150.0
